ID,Income_us,Gender,Age,Employment,Education,F1_importance,F2_importance,F3_importance,F4_importance,F5_importance,F1_functional,F1_dysfunctional,F2_functional,F2_dysfunctional,F3_functional,F3_dysfunctional,F4_dysfunctional,F4_functional,F5_functional,F5_dysfunctional
C2-74,less_than_15,female,23,temporarily-unemployed,high_school_or_equivalent,5 - Important,9 - Extremely important,9 - Extremely important,5 - Important,8,It is a basic necessity or I expect it that way,I enjoy it that way,I enjoy it that way,I am neutral,I enjoy it that way,"I dislike it, but I can live with it that way","I dislike it, and I can’t accept it",I enjoy it that way,I am neutral,"I dislike it, but I can live with it that way"
C2-75,100000_to_149999,male,38,employed_full_time,trade_or_vocational,8,7 - Very important,7 - Very important,8,8,I am neutral,I enjoy it that way,I am neutral,I am neutral,"I dislike it, but I can live with it that way",It is a basic necessity or I expect it that way,It is a basic necessity or I expect it that way,I enjoy it that way,It is a basic necessity or I expect it that way,It is a basic necessity or I expect it that way
C2-76,25000_to_34999,male,21,student_full_time,some_high_school_or_less,6,7 - Very important,7 - Very important,9 - Extremely important,6,I enjoy it that way,I am neutral,I enjoy it that way,"I dislike it, but I can live with it that way",It is a basic necessity or I expect it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",It is a basic necessity or I expect it that way,I enjoy it that way,"I dislike it, but I can live with it that way"
C2-77,prefer_not_to_answer,female,18,employed_part_time,high_school_or_equivalent,5 - Important,9 - Extremely important,9 - Extremely important,7 - Very important,7 - Very important,"I dislike it, and I can’t accept it",I enjoy it that way,I enjoy it that way,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,I enjoy it that way,"I dislike it, and I can’t accept it"
C2-78,100000_to_149999,male,21,employed_full_time,masters_graduate_degree,5 - Important,7 - Very important,6,7 - Very important,7 - Very important,I am neutral,It is a basic necessity or I expect it that way,It is a basic necessity or I expect it that way,I enjoy it that way,It is a basic necessity or I expect it that way,I enjoy it that way,I am neutral,It is a basic necessity or I expect it that way,It is a basic necessity or I expect it that way,I am neutral
C2-79,less_than_15,male,20,employed_part_time,some_high_school_or_less,1 - Not at all important,5 - Important,7 - Very important,9 - Extremely important,7 - Very important,I am neutral,I enjoy it that way,I enjoy it that way,"I dislike it, and I can’t accept it",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,I enjoy it that way,"I dislike it, and I can’t accept it"
C2-80,prefer_not_to_answer,male,20,temporarily-unemployed,some_high_school_or_less,3 - Somewhat important,5 - Important,5 - Important,9 - Extremely important,7 - Very important,"I dislike it, but I can live with it that way",It is a basic necessity or I expect it that way,I enjoy it that way,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,I am neutral,I am neutral
C2-81,25000_to_34999,female,30,employed_full_time,trade_or_vocational,7 - Very important,5 - Important,7 - Very important,7 - Very important,7 - Very important,I am neutral,It is a basic necessity or I expect it that way,It is a basic necessity or I expect it that way,"I dislike it, and I can’t accept it",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",It is a basic necessity or I expect it that way,It is a basic necessity or I expect it that way,"I dislike it, and I can’t accept it"
C2-82,100000_to_149999,female,41,homemaker,university_undergraduate_degree,2,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,"I dislike it, but I can live with it that way",It is a basic necessity or I expect it that way,I enjoy it that way,"I dislike it, and I can’t accept it",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,It is a basic necessity or I expect it that way,"I dislike it, and I can’t accept it"
C2-83,25000_to_34999,female,27,employed_part_time,high_school_or_equivalent,4,1 - Not at all important,7 - Very important,5 - Important,4,I am neutral,I am neutral,I enjoy it that way,"I dislike it, and I can’t accept it",It is a basic necessity or I expect it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",It is a basic necessity or I expect it that way,I enjoy it that way,"I dislike it, but I can live with it that way"
C2-84,25000_to_34999,female,19,other,high_school_or_equivalent,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I enjoy it that way,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, but I can live with it that way",It is a basic necessity or I expect it that way,"I dislike it, but I can live with it that way","I dislike it, and I can’t accept it",I enjoy it that way,"I dislike it, and I can’t accept it",I enjoy it that way
C2-85,50000_to_74999,male,25,student_full_time,college_diploma,2,5 - Important,4,3 - Somewhat important,5 - Important,It is a basic necessity or I expect it that way,I am neutral,"I dislike it, but I can live with it that way",It is a basic necessity or I expect it that way,I enjoy it that way,"I dislike it, but I can live with it that way",I enjoy it that way,It is a basic necessity or I expect it that way,I enjoy it that way,It is a basic necessity or I expect it that way
C2-86,100000_to_149999,male,23,employed_full_time,high_school_or_equivalent,5 - Important,6,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,"I dislike it, but I can live with it that way",I am neutral,It is a basic necessity or I expect it that way,"I dislike it, but I can live with it that way",I am neutral,"I dislike it, but I can live with it that way","I dislike it, and I can’t accept it",It is a basic necessity or I expect it that way,I enjoy it that way,It is a basic necessity or I expect it that way
C2-87,100000_to_149999,female,42,employed_full_time,university_undergraduate_degree,5 - Important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral
C2-88,15000_to_24999,female,23,homemaker,high_school_or_equivalent,4,5 - Important,5 - Important,7 - Very important,7 - Very important,I am neutral,It is a basic necessity or I expect it that way,I enjoy it that way,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, but I can live with it that way","I dislike it, and I can’t accept it",I enjoy it that way,I am neutral,"I dislike it, but I can live with it that way"
C2-89,15000_to_24999,female,31,employed_full_time,high_school_or_equivalent,5 - Important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,It is a basic necessity or I expect it that way,"I dislike it, and I can’t accept it"
C2-90,100000_to_149999,male,40,employed_full_time,masters_graduate_degree,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I enjoy it that way,"I dislike it, and I can’t accept it",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,It is a basic necessity or I expect it that way,I am neutral
C2-91,prefer_not_to_answer,female,24,student_part_time,high_school_or_equivalent,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral
C2-92,prefer_not_to_answer,female,21,student_full_time,some_high_school_or_less,9 - Extremely important,7 - Very important,8,9 - Extremely important,5 - Important,"I dislike it, but I can live with it that way",I am neutral,I enjoy it that way,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,I am neutral,"I dislike it, and I can’t accept it"
C2-93,35000_to_49999,female,35,employed_full_time,college_diploma,3 - Somewhat important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I enjoy it that way,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,I enjoy it that way,"I dislike it, and I can’t accept it"
C2-94,35000_to_49999,female,40,employed_part_time,other,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I enjoy it that way,I enjoy it that way,I enjoy it that way,"I dislike it, and I can’t accept it",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,I enjoy it that way,"I dislike it, and I can’t accept it"
C2-95,150000_to_249999,male,39,student_full_time,masters_graduate_degree,3 - Somewhat important,2,3 - Somewhat important,3 - Somewhat important,5 - Important,"I dislike it, but I can live with it that way",It is a basic necessity or I expect it that way,I am neutral,It is a basic necessity or I expect it that way,It is a basic necessity or I expect it that way,I enjoy it that way,I enjoy it that way,I am neutral,I am neutral,"I dislike it, and I can’t accept it"
C2-96,prefer_not_to_answer,female,22,student_full_time,some_high_school_or_less,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,"I dislike it, but I can live with it that way",I enjoy it that way,"I dislike it, and I can’t accept it",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",I enjoy it that way,I enjoy it that way,"I dislike it, but I can live with it that way"
C2-97,50000_to_74999,male,38,self_employed,high_school_or_equivalent,5 - Important,7 - Very important,9 - Extremely important,9 - Extremely important,5 - Important,I enjoy it that way,I am neutral,It is a basic necessity or I expect it that way,"I dislike it, and I can’t accept it",I enjoy it that way,"I dislike it, and I can’t accept it","I dislike it, and I can’t accept it",It is a basic necessity or I expect it that way,It is a basic necessity or I expect it that way,"I dislike it, but I can live with it that way"
